f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
18717,0.02,0.01,-0.08,0.01,1.08,-0.16,0.53,-0.08,0.51
18723,0.02,0.01,-0.06,0.01,1.06,-0.13,0.55,-0.06,0.56
18728,0.02,0.01,0.01,0.01,0.99,0.02,0.58,0.01,0.58
18733,0.02,0.01,0.01,0.01,0.99,0.01,0.56,0.01,0.56
18739,0.02,0.01,0.02,0.01,0.98,0.05,0.57,0.02,0.58
18744,0.02,0.01,-0.01,0.01,1.01,-0.03,0.58,-0.01,0.6
18750,0.02,0.01,0.03,0.01,0.97,0.05,0.55,0.03,0.54
18755,0.02,0.01,0.05,0.01,0.95,0.09,0.57,0.05,0.54
18760,0.02,0.01,0.03,0.01,0.97,0.07,0.58,0.03,0.58
18766,0.02,0.01,0.04,0.02,0.95,0.09,0.6,0.04,0.51
18771,0.02,0.01,0.0,0.01,1.0,0.0,0.59,0.0,0.55
18776,0.02,0.01,-0.02,0.01,1.02,-0.03,0.57,-0.02,0.54
18782,0.02,0.01,-0.04,0.01,1.04,-0.07,0.57,-0.04,0.51
18787,0.02,0.01,-0.01,0.01,1.01,-0.01,0.56,-0.01,0.56
18793,0.02,0.01,-0.01,0.01,1.01,-0.01,0.55,-0.01,0.51
18798,0.02,0.01,-0.07,0.01,1.04,-0.08,0.55,-0.07,0.55
18803,0.02,0.01,0.01,0.01,1.0,0.01,0.56,0.01,0.55
18809,0.02,0.01,-0.03,0.01,1.02,-0.03,0.56,-0.03,0.57
18814,0.02,0.01,-0.0,0.01,1.0,-0.0,0.56,-0.0,0.57
18820,0.02,0.01,0.0,0.01,1.0,0.0,0.54,0.0,0.53
18825,0.02,0.01,0.01,0.01,1.0,0.01,0.54,0.01,0.56
18830,0.02,0.01,-0.02,0.01,1.01,-0.01,0.54,-0.02,0.53
18836,0.02,0.01,-0.0,0.01,1.0,-0.0,0.53,-0.0,0.54
18841,0.02,0.01,0.02,0.01,0.99,0.01,0.54,0.02,0.54
18846,0.02,0.01,0.02,0.01,0.99,0.01,0.55,0.02,0.54
18852,0.02,0.01,-0.02,0.01,1.01,-0.01,0.53,-0.02,0.53
18857,0.02,0.01,-0.0,0.01,1.0,-0.0,0.56,-0.0,0.57
18863,0.02,0.01,-0.01,0.01,1.0,-0.01,0.55,-0.01,0.54
18868,0.02,0.01,-0.07,0.01,1.01,-0.02,0.54,-0.07,0.55
18873,0.02,0.01,-0.03,0.01,1.0,-0.01,0.51,-0.03,0.52
18879,0.02,0.01,-0.01,0.01,1.0,-0.0,0.53,-0.01,0.52
18884,0.02,0.01,-0.08,0.01,1.0,-0.0,0.49,-0.08,0.49
18890,0.02,0.01,-0.07,0.01,1.0,0.0,0.5,-0.07,0.49
18895,0.02,0.01,0.03,0.01,1.0,-0.0,0.52,0.03,0.55
18900,0.02,0.01,0.01,0.01,1.0,-0.0,0.49,0.01,0.46
18906,0.02,0.01,0.01,0.01,1.0,-0.0,0.54,0.01,0.51
18911,0.02,0.01,-0.05,0.01,0.99,0.02,0.56,-0.05,0.56
18916,0.02,0.01,-0.0,0.01,1.0,0.0,0.51,-0.0,0.48
18922,0.02,0.01,-0.05,0.01,0.99,0.02,0.55,-0.05,0.52
18927,0.02,0.01,0.06,0.01,1.01,-0.02,0.47,0.06,0.43
18933,0.02,0.01,-0.01,0.01,1.0,0.0,0.49,-0.01,0.41
18938,0.02,0.01,0.12,0.01,1.04,-0.08,0.54,0.12,0.44
18943,0.02,0.01,0.12,0.01,1.03,-0.06,0.49,0.12,0.43
18949,0.02,0.01,-0.02,0.01,0.99,0.01,0.5,-0.02,0.41
18954,0.02,0.01,0.08,0.01,1.03,-0.06,0.53,0.08,0.49
18959,0.02,0.01,-0.02,0.01,0.99,0.01,0.45,-0.02,0.42
18965,0.02,0.01,0.0,0.01,1.0,-0.0,0.55,0.0,0.45
18970,0.02,0.01,0.01,0.01,1.0,-0.01,0.52,0.01,0.46
18976,0.02,0.01,0.01,0.01,1.0,-0.0,0.46,0.01,0.41
18981,0.02,0.01,0.18,0.01,1.09,-0.19,0.51,0.18,0.41
18986,0.02,0.01,0.08,0.01,1.04,-0.09,0.51,0.08,0.43
18992,0.02,0.01,0.03,0.01,1.02,-0.05,0.6,0.03,0.52
18997,0.02,0.01,0.08,0.01,1.05,-0.1,0.51,0.08,0.4
19003,0.02,0.01,0.0,0.02,1.0,-0.01,0.58,0.0,0.42
19008,0.02,0.01,0.02,0.01,1.02,-0.04,0.53,0.02,0.44
19013,0.02,0.01,0.22,0.02,1.21,-0.45,0.58,0.22,0.43
19019,0.02,0.01,-0.02,0.01,0.99,0.02,0.47,-0.02,0.32
19024,0.02,0.01,0.03,0.01,1.02,-0.03,0.47,0.03,0.35
19029,0.02,0.01,-0.1,0.02,0.87,0.25,0.62,-0.1,0.48
19035,0.02,0.01,-0.01,0.02,0.99,0.02,0.55,-0.01,0.37
19040,0.02,0.01,0.16,0.01,1.11,-0.22,0.47,0.16,0.33
19046,0.02,0.01,0.03,0.02,1.03,-0.06,0.52,0.03,0.36
19051,0.02,0.01,0.04,0.02,1.04,-0.09,0.55,0.04,0.35
19056,0.02,0.01,-0.05,0.01,0.96,0.08,0.51,-0.05,0.37
19062,0.02,0.01,-0.1,0.02,0.9,0.19,0.55,-0.1,0.38
19067,0.02,0.01,0.01,0.01,1.01,-0.02,0.53,0.01,0.4
19073,0.02,0.01,-0.02,0.02,0.98,0.04,0.51,-0.02,0.36
19078,0.02,0.01,0.06,0.01,1.07,-0.16,0.55,0.06,0.44
19083,0.02,0.01,0.13,0.01,1.1,-0.2,0.46,0.13,0.32
19089,0.02,0.01,0.03,0.01,1.03,-0.07,0.52,0.03,0.4
19094,0.02,0.01,0.09,0.01,1.08,-0.16,0.49,0.09,0.41
19099,0.02,0.01,-0.07,0.02,0.92,0.15,0.55,-0.07,0.39
19105,0.02,0.01,-0.01,0.01,0.99,0.03,0.52,-0.01,0.42
19110,0.02,0.01,-0.12,0.01,0.87,0.25,0.54,-0.12,0.45
19116,0.02,0.01,0.03,0.01,1.03,-0.07,0.51,0.03,0.39
19121,0.02,0.01,-0.05,0.01,0.94,0.11,0.54,-0.05,0.48
19126,0.02,0.01,0.01,0.01,1.01,-0.02,0.52,0.01,0.43
19132,0.02,0.01,-0.02,0.01,0.98,0.04,0.52,-0.02,0.44
19137,0.02,0.01,-0.03,0.01,0.97,0.06,0.53,-0.03,0.51
19143,0.02,0.01,0.0,0.01,1.0,-0.01,0.55,0.0,0.49
19148,0.02,0.01,-0.07,0.01,0.91,0.16,0.54,-0.07,0.52
19153,0.02,0.01,0.01,0.01,1.02,-0.04,0.58,0.01,0.57
19159,0.02,0.01,-0.02,0.01,0.97,0.05,0.55,-0.02,0.53
19164,0.02,0.01,0.01,0.01,1.02,-0.03,0.54,0.01,0.49
19169,0.02,0.01,-0.04,0.01,0.94,0.12,0.57,-0.04,0.55
19175,0.02,0.01,0.05,0.01,1.07,-0.15,0.56,0.05,0.53
19180,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.51
19186,0.02,0.01,0.05,0.01,1.07,-0.14,0.54,0.05,0.52
19191,0.02,0.01,0.01,0.01,1.01,-0.02,0.55,0.01,0.53
19196,0.02,0.01,-0.0,0.01,0.99,0.01,0.56,-0.0,0.52
19202,0.02,0.01,-0.01,0.01,0.99,0.03,0.53,-0.01,0.52
19207,0.02,0.01,0.01,0.01,1.01,-0.02,0.53,0.01,0.5
19213,0.02,0.01,0.05,0.01,1.08,-0.17,0.57,0.05,0.55
19218,0.02,0.01,-0.02,0.01,0.98,0.05,0.53,-0.02,0.55
19223,0.02,0.01,-0.02,0.01,0.97,0.06,0.53,-0.02,0.53
19229,0.02,0.01,-0.02,0.01,0.98,0.04,0.52,-0.02,0.52
19234,0.02,0.01,-0.03,0.01,0.96,0.08,0.53,-0.03,0.52
19239,0.02,0.01,0.02,0.01,1.03,-0.06,0.51,0.02,0.48
19245,0.02,0.01,-0.0,0.01,0.99,0.02,0.56,-0.0,0.53
19250,0.02,0.01,0.05,0.01,1.08,-0.16,0.55,0.05,0.54
19256,0.02,0.01,-0.01,0.01,0.98,0.04,0.52,-0.01,0.47
19261,0.02,0.01,0.02,0.01,1.03,-0.06,0.52,0.02,0.51
19266,0.02,0.01,0.01,0.01,1.01,-0.02,0.55,0.01,0.55
19272,0.02,0.01,-0.0,0.01,1.0,0.01,0.53,-0.0,0.52
19277,0.02,0.01,-0.02,0.01,0.97,0.05,0.55,-0.02,0.54
19282,0.02,0.01,0.01,0.01,1.01,-0.03,0.53,0.01,0.53
19288,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
19293,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19299,0.02,0.01,0.0,0.01,1.01,-0.01,0.53,0.0,0.55
19304,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19309,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19315,0.02,0.01,0.01,0.01,1.02,-0.04,0.53,0.01,0.54
19320,0.02,0.01,-0.0,0.01,0.99,0.01,0.54,-0.0,0.54
19326,0.02,0.01,-0.0,0.01,1.0,0.0,0.53,-0.0,0.54
19331,0.02,0.01,-0.03,0.01,0.95,0.09,0.54,-0.03,0.54
19336,0.02,0.01,-0.03,0.01,0.95,0.09,0.54,-0.03,0.53
19342,0.02,0.01,-0.01,0.01,0.99,0.02,0.53,-0.01,0.52
19347,0.02,0.01,0.03,0.01,1.05,-0.11,0.54,0.03,0.54
19352,0.02,0.01,-0.03,0.01,0.95,0.09,0.54,-0.03,0.55
19358,0.02,0.01,0.05,0.01,1.07,-0.15,0.55,0.05,0.53
19363,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.53
19369,0.02,0.01,0.03,0.01,1.04,-0.08,0.53,0.03,0.52
19374,0.02,0.01,0.03,0.01,1.04,-0.08,0.52,0.03,0.5
19379,0.02,0.01,0.02,0.01,1.03,-0.05,0.55,0.02,0.52
19385,0.02,0.01,-0.02,0.01,0.97,0.06,0.53,-0.02,0.52
19390,0.02,0.01,-0.01,0.01,0.99,0.02,0.53,-0.01,0.52
19396,0.02,0.01,0.05,0.01,1.07,-0.14,0.51,0.05,0.52
19401,0.02,0.01,-0.02,0.01,0.97,0.06,0.53,-0.02,0.54
19406,0.02,0.01,-0.04,0.01,0.95,0.1,0.51,-0.04,0.51
19412,0.02,0.01,-0.01,0.01,0.99,0.02,0.52,-0.01,0.49
19417,0.02,0.01,0.01,0.01,1.01,-0.02,0.53,0.01,0.5
19422,0.02,0.01,-0.02,0.01,0.97,0.05,0.53,-0.02,0.5
19428,0.02,0.01,0.0,0.01,1.0,-0.01,0.53,0.0,0.51
19433,0.02,0.01,-0.01,0.01,0.99,0.03,0.54,-0.01,0.53
19439,0.02,0.01,-0.03,0.01,0.96,0.08,0.52,-0.03,0.51
19444,0.02,0.01,-0.06,0.01,0.92,0.16,0.54,-0.06,0.52
19449,0.02,0.01,-0.0,0.01,1.0,0.01,0.55,-0.0,0.52
19455,0.02,0.01,-0.06,0.01,0.92,0.16,0.55,-0.06,0.51
19460,0.02,0.01,-0.04,0.01,0.95,0.1,0.54,-0.04,0.49
19466,0.02,0.01,-0.02,0.01,0.96,0.07,0.55,-0.02,0.55
19471,0.02,0.01,0.01,0.01,1.02,-0.04,0.54,0.01,0.51
19476,0.02,0.01,0.0,0.01,1.0,-0.01,0.53,0.0,0.51
19482,0.02,0.01,-0.03,0.01,0.96,0.08,0.52,-0.03,0.5
19487,0.02,0.01,-0.02,0.01,0.97,0.06,0.52,-0.02,0.51
19492,0.02,0.01,-0.03,0.01,0.96,0.07,0.53,-0.03,0.52
19498,0.02,0.01,0.04,0.01,1.06,-0.12,0.54,0.04,0.53
19503,0.02,0.01,0.02,0.01,1.03,-0.05,0.52,0.02,0.5
19509,0.02,0.01,-0.05,0.01,0.93,0.13,0.53,-0.05,0.52
19514,0.02,0.01,-0.03,0.01,0.96,0.07,0.54,-0.03,0.54
19519,0.02,0.01,-0.02,0.01,0.97,0.06,0.53,-0.02,0.53
19525,0.02,0.01,-0.0,0.01,0.99,0.01,0.54,-0.0,0.56
19530,0.02,0.01,-0.02,0.01,0.97,0.06,0.54,-0.02,0.52
19535,0.02,0.01,-0.0,0.01,0.99,0.01,0.54,-0.0,0.54
19541,0.02,0.01,-0.02,0.01,0.98,0.04,0.54,-0.02,0.54
19546,0.02,0.01,0.01,0.01,1.02,-0.04,0.54,0.01,0.54
19552,0.02,0.01,0.0,0.01,1.01,-0.01,0.53,0.0,0.52
19557,0.02,0.01,0.01,0.01,1.02,-0.03,0.54,0.01,0.54
19562,0.02,0.01,-0.04,0.01,0.95,0.11,0.54,-0.04,0.55
19568,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19573,0.02,0.01,0.01,0.01,1.01,-0.01,0.53,0.01,0.54
19579,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19584,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
19589,0.02,0.01,0.01,0.01,1.02,-0.04,0.54,0.01,0.54
19595,0.02,0.01,0.01,0.01,1.02,-0.04,0.53,0.01,0.55
19600,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.55
19605,0.02,0.01,-0.0,0.01,0.99,0.01,0.54,-0.0,0.53
19611,0.02,0.01,0.0,0.01,1.0,-0.01,0.55,0.0,0.55
19616,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.55
19622,0.02,0.01,-0.0,0.01,1.0,0.0,0.55,-0.0,0.55
19627,0.02,0.01,0.0,0.01,1.0,-0.01,0.53,0.0,0.54
19632,0.02,0.01,0.0,0.01,1.01,-0.01,0.54,0.0,0.55
19638,0.02,0.01,-0.0,0.01,1.0,0.01,0.53,-0.0,0.54
19643,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.55
19649,0.02,0.01,0.02,0.01,1.02,-0.05,0.54,0.02,0.54
19654,0.02,0.01,0.0,0.01,1.0,-0.0,0.53,0.0,0.54
19659,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.54
19665,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19670,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19675,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
19681,0.02,0.01,0.01,0.01,1.01,-0.03,0.54,0.01,0.54
19686,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19692,0.02,0.01,0.02,0.01,1.02,-0.04,0.54,0.02,0.54
19697,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
19702,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19708,0.02,0.01,-0.01,0.01,0.99,0.02,0.53,-0.01,0.53
19713,0.02,0.01,0.01,0.01,1.02,-0.03,0.54,0.01,0.54
19719,0.02,0.01,-0.0,0.01,0.99,0.01,0.54,-0.0,0.54
19724,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19729,0.02,0.01,0.01,0.01,1.02,-0.03,0.53,0.01,0.54
19735,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19740,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.53
19745,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
19751,0.02,0.01,0.01,0.01,1.01,-0.03,0.53,0.01,0.54
19756,0.02,0.01,0.01,0.01,1.02,-0.03,0.54,0.01,0.55
19762,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.54
19767,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19772,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.55
19778,0.02,0.01,0.0,0.01,1.01,-0.01,0.54,0.0,0.55
19783,0.02,0.01,0.01,0.01,1.01,-0.01,0.53,0.01,0.54
19789,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19794,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19799,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
19805,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19810,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.54
19815,0.02,0.01,0.0,0.01,1.0,-0.0,0.53,0.0,0.53
19821,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
19826,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.55
19832,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
19837,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19842,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
19848,0.02,0.01,-0.0,0.01,1.0,0.01,0.53,-0.0,0.54
19853,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.55
19858,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.54
19864,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.54
19869,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19875,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.54
19880,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.54
19885,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.55
19891,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19896,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.54
19902,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19907,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.54
19912,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
19918,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19923,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.55
19928,0.02,0.01,-0.01,0.01,0.99,0.02,0.53,-0.01,0.54
19934,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
19939,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.55
19945,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
19950,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
19955,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
19961,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.54
19966,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
19972,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
19977,0.02,0.01,0.01,0.01,1.01,-0.02,0.55,0.01,0.55
19982,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
19988,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.55
19993,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.54
19998,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20004,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.54
20009,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.55
20015,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20020,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.55
20025,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.54
20031,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20036,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20042,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.53
20047,0.02,0.01,-0.0,0.01,1.0,0.0,0.55,-0.0,0.55
20052,0.02,0.01,-0.03,0.01,0.97,0.05,0.55,-0.03,0.55
20058,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.53
20063,0.02,0.01,-0.02,0.01,0.98,0.03,0.54,-0.02,0.54
20068,0.02,0.01,0.0,0.01,1.0,-0.0,0.52,0.0,0.52
20074,0.02,0.01,-0.02,0.01,0.98,0.03,0.54,-0.02,0.53
20079,0.02,0.01,-0.01,0.01,0.99,0.02,0.53,-0.01,0.52
20085,0.02,0.01,0.02,0.01,1.01,-0.03,0.54,0.02,0.53
20090,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
20095,0.02,0.01,0.0,0.01,1.0,-0.01,0.54,0.0,0.52
20101,0.02,0.01,-0.02,0.01,0.98,0.04,0.53,-0.02,0.53
20106,0.02,0.01,-0.02,0.01,0.98,0.03,0.54,-0.02,0.54
20112,0.02,0.01,-0.02,0.01,0.98,0.03,0.54,-0.02,0.53
20117,0.02,0.01,0.01,0.01,1.01,-0.02,0.54,0.01,0.55
20122,0.02,0.01,-0.02,0.01,0.98,0.03,0.54,-0.02,0.55
20128,0.02,0.01,-0.03,0.01,0.98,0.05,0.55,-0.03,0.54
20133,0.02,0.01,-0.01,0.01,0.99,0.01,0.53,-0.01,0.55
20138,0.02,0.01,0.01,0.01,1.01,-0.01,0.53,0.01,0.53
20144,0.02,0.01,0.03,0.01,1.02,-0.04,0.54,0.03,0.55
20149,0.02,0.01,-0.01,0.01,1.0,0.01,0.53,-0.01,0.54
20155,0.02,0.01,-0.02,0.01,0.98,0.03,0.54,-0.02,0.54
20160,0.02,0.01,-0.01,0.01,1.0,0.01,0.55,-0.01,0.57
20165,0.02,0.01,0.0,0.01,1.0,-0.0,0.55,0.0,0.55
20171,0.02,0.01,-0.0,0.01,1.0,0.01,0.54,-0.0,0.54
20176,0.02,0.01,-0.0,0.01,1.0,0.01,0.53,-0.0,0.54
20181,0.02,0.01,-0.02,0.01,0.99,0.02,0.54,-0.02,0.55
20187,0.02,0.01,-0.01,0.01,1.0,0.01,0.55,-0.01,0.56
20192,0.02,0.01,-0.02,0.01,0.99,0.03,0.53,-0.02,0.54
20198,0.02,0.01,-0.01,0.01,0.99,0.02,0.55,-0.01,0.55
20203,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
20208,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.55
20214,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.56
20219,0.02,0.01,-0.0,0.01,1.0,0.0,0.53,-0.0,0.55
20225,0.02,0.01,0.02,0.01,1.01,-0.02,0.54,0.02,0.54
20230,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
20235,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20241,0.02,0.01,-0.01,0.01,1.0,0.01,0.54,-0.01,0.55
20246,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.55
20251,0.02,0.01,-0.02,0.01,0.99,0.03,0.54,-0.02,0.55
20257,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20262,0.02,0.01,-0.03,0.01,0.98,0.04,0.54,-0.03,0.53
20268,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.55
20273,0.02,0.01,-0.01,0.01,0.99,0.02,0.54,-0.01,0.55
20278,0.02,0.01,-0.01,0.01,0.99,0.02,0.55,-0.01,0.55
20284,0.02,0.01,-0.03,0.01,0.98,0.03,0.55,-0.03,0.55
20289,0.02,0.01,-0.01,0.01,1.0,0.01,0.54,-0.01,0.53
20295,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20300,0.02,0.01,-0.02,0.01,0.99,0.02,0.54,-0.02,0.53
20305,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.54
20311,0.02,0.01,-0.01,0.01,1.0,0.01,0.55,-0.01,0.55
20316,0.02,0.01,0.01,0.01,1.0,-0.01,0.53,0.01,0.55
20321,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20327,0.02,0.01,-0.02,0.01,0.99,0.02,0.52,-0.02,0.52
20332,0.02,0.01,-0.01,0.01,1.0,0.01,0.53,-0.01,0.55
20338,0.02,0.01,-0.01,0.01,1.0,0.01,0.54,-0.01,0.55
20343,0.02,0.01,0.01,0.01,1.0,-0.01,0.54,0.01,0.55
20348,0.02,0.01,-0.03,0.01,0.98,0.03,0.53,-0.03,0.55
20354,0.02,0.01,0.01,0.01,1.0,-0.01,0.54,0.01,0.54
20359,0.02,0.01,-0.02,0.01,0.99,0.03,0.53,-0.02,0.53
20365,0.02,0.01,0.01,0.01,1.01,-0.02,0.55,0.01,0.56
20370,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20375,0.02,0.01,-0.0,0.01,1.0,0.01,0.55,-0.0,0.55
20381,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20386,0.02,0.01,-0.0,0.01,1.0,0.01,0.55,-0.0,0.56
20391,0.02,0.01,0.0,0.01,1.0,-0.01,0.53,0.0,0.54
20397,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20402,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.54
20408,0.02,0.01,-0.02,0.01,0.99,0.02,0.55,-0.02,0.56
20413,0.02,0.01,0.02,0.01,1.01,-0.02,0.54,0.02,0.54
20418,0.02,0.01,-0.01,0.01,1.0,0.01,0.54,-0.01,0.54
20424,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20429,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20435,0.02,0.01,0.01,0.01,1.01,-0.01,0.55,0.01,0.55
20440,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.55
20445,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.55
20451,0.02,0.01,-0.02,0.01,0.99,0.02,0.55,-0.02,0.55
20456,0.02,0.01,-0.01,0.01,1.0,0.01,0.54,-0.01,0.55
20461,0.02,0.01,-0.0,0.01,1.0,0.0,0.54,-0.0,0.55
20467,0.02,0.01,0.0,0.01,1.0,-0.0,0.53,0.0,0.54
20472,0.02,0.01,-0.02,0.01,0.99,0.02,0.54,-0.02,0.54
20478,0.02,0.01,-0.01,0.01,1.0,0.01,0.55,-0.01,0.56
20483,0.02,0.01,-0.02,0.01,0.99,0.02,0.54,-0.02,0.54
20488,0.02,0.01,0.01,0.01,1.0,-0.01,0.54,0.01,0.54
20494,0.02,0.01,0.01,0.01,1.0,-0.01,0.54,0.01,0.54
20499,0.02,0.01,-0.02,0.01,0.99,0.02,0.54,-0.02,0.55
20504,0.02,0.01,-0.01,0.01,1.0,0.01,0.53,-0.01,0.55
20510,0.02,0.01,0.0,0.01,1.0,-0.0,0.54,0.0,0.54
20515,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.53
20521,0.02,0.01,-0.01,0.01,1.0,0.01,0.54,-0.01,0.54
20526,0.02,0.01,0.01,0.01,1.0,-0.01,0.53,0.01,0.55
20531,0.02,0.01,0.01,0.01,1.0,-0.01,0.55,0.01,0.55
20537,0.02,0.01,0.0,0.01,1.0,-0.0,0.53,0.0,0.55
20542,0.02,0.01,0.01,0.01,1.01,-0.01,0.54,0.01,0.54
20548,0.02,0.01,-0.02,0.01,0.99,0.02,0.54,-0.02,0.55
20553,0.02,0.01,-0.01,0.01,0.99,0.01,0.54,-0.01,0.55
20558,0.02,0.01,0.01,0.01,1.01,-0.01,0.55,0.01,0.54
20564,0.02,0.01,0.02,0.01,1.01,-0.02,0.55,0.02,0.55
