f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
11121,0.22,0.21,-0.45,0.22,0.8,0.36,0.95,-0.45,0.89
11127,0.26,0.25,-0.42,0.26,0.81,0.34,0.97,-0.42,0.91
11132,0.27,0.27,-0.29,0.31,0.87,0.25,1.03,-0.29,0.92
11138,0.17,0.17,-0.26,0.19,0.88,0.22,1.0,-0.26,0.86
11143,0.2,0.21,-0.19,0.26,0.91,0.16,1.06,-0.19,0.89
11148,0.23,0.28,-0.2,0.38,0.91,0.17,1.21,-0.2,0.9
11154,0.2,0.26,-0.18,0.38,0.92,0.15,1.3,-0.18,0.89
11159,0.15,0.19,-0.06,0.26,0.97,0.05,1.21,-0.06,0.85
11164,0.13,0.18,-0.12,0.32,0.95,0.1,1.43,-0.12,0.82
11170,0.14,0.2,-0.13,0.36,0.95,0.11,1.47,-0.13,0.83
11175,0.16,0.25,-0.11,0.46,0.95,0.09,1.55,-0.11,0.85
11181,0.14,0.21,-0.1,0.36,0.96,0.08,1.45,-0.1,0.85
11186,0.1,0.15,-0.14,0.31,0.94,0.11,1.54,-0.14,0.74
11191,0.09,0.14,-0.01,0.32,1.0,0.01,1.61,-0.01,0.72
11197,0.12,0.2,0.03,0.38,1.01,-0.03,1.57,0.03,0.81
11202,0.11,0.17,-0.03,0.38,0.99,0.03,1.64,-0.03,0.76
11208,0.09,0.14,0.12,0.32,1.05,-0.1,1.6,0.12,0.71
11213,0.06,0.09,0.11,0.25,1.04,-0.09,1.51,0.11,0.55
11218,0.07,0.11,0.13,0.3,1.05,-0.1,1.63,0.13,0.61
11224,0.05,0.06,0.26,0.19,1.11,-0.23,1.23,0.26,0.36
11229,0.05,0.09,0.41,0.34,1.17,-0.37,1.64,0.41,0.43
11234,0.05,0.07,0.35,0.28,1.15,-0.31,1.49,0.35,0.4
11240,0.05,0.05,0.83,0.25,1.42,-1.01,1.18,0.83,0.26
11245,0.05,0.05,1.28,0.24,1.81,-2.29,1.07,1.28,0.22
11251,0.05,0.06,1.32,0.28,1.85,-2.42,1.12,1.32,0.22
11256,0.05,0.05,1.25,0.29,1.75,-2.06,1.14,1.25,0.21
11261,0.04,0.03,1.85,0.25,2.7,-6.26,0.74,1.85,0.1
11267,0.06,0.07,2.12,0.31,4.39,-18.31,1.2,2.12,0.28
11272,0.06,0.07,2.48,0.31,12.03,-143.8,1.1,2.48,0.24
11278,0.07,0.06,3.12,0.23,1.07,-0.14,0.9,3.12,0.24
11283,0.09,0.08,3.06,0.19,1.25,-0.55,0.87,3.06,0.34
11288,0.1,0.1,-2.96,0.25,0.59,0.65,1.01,-2.96,0.4
11294,0.09,0.08,-2.81,0.18,0.4,0.84,0.82,-2.81,0.35
11299,0.11,0.13,-2.69,0.3,0.25,0.94,1.16,-2.69,0.49
11304,0.1,0.11,-2.97,0.28,0.61,0.62,1.13,-2.97,0.46
11310,0.11,0.09,-2.95,0.17,0.6,0.64,0.79,-2.95,0.41
11315,0.13,0.1,-2.8,0.18,0.39,0.85,0.8,-2.8,0.44
11321,0.09,0.08,-2.55,0.19,0.07,1.0,0.94,-2.55,0.41
11326,0.12,0.1,-2.58,0.17,0.21,0.95,0.79,-2.58,0.46
11331,0.1,0.08,-2.63,0.15,0.27,0.93,0.75,-2.63,0.38
11337,0.13,0.1,-2.69,0.15,0.34,0.88,0.73,-2.69,0.48
11342,0.14,0.09,-2.63,0.13,0.37,0.86,0.66,-2.63,0.46
11347,0.17,0.1,-2.56,0.12,0.42,0.82,0.6,-2.56,0.49
11353,0.21,0.13,-2.43,0.13,0.41,0.83,0.59,-2.43,0.57
11358,0.26,0.13,-2.34,0.11,0.52,0.73,0.48,-2.34,0.58
11364,0.22,0.1,-2.21,0.09,0.55,0.7,0.46,-2.21,0.52
11369,0.31,0.15,-1.91,0.11,0.57,0.68,0.48,-1.91,0.65
11374,0.32,0.19,-1.89,0.15,0.51,0.74,0.59,-1.89,0.72
11380,0.26,0.15,-1.86,0.13,0.53,0.72,0.57,-1.86,0.67
11385,0.26,0.15,-1.71,0.13,0.57,0.67,0.58,-1.71,0.7
11391,0.33,0.19,-1.89,0.15,0.53,0.72,0.58,-1.89,0.74
11396,0.29,0.14,-1.7,0.11,0.62,0.62,0.5,-1.7,0.68
11401,0.41,0.23,-1.52,0.16,0.64,0.59,0.56,-1.52,0.8
11407,0.37,0.23,-1.37,0.18,0.66,0.56,0.63,-1.37,0.82
11412,0.29,0.18,-1.29,0.14,0.69,0.52,0.62,-1.29,0.78
11417,0.28,0.17,-1.2,0.14,0.72,0.49,0.63,-1.2,0.8
11423,0.23,0.16,-1.28,0.14,0.69,0.52,0.68,-1.28,0.75
11428,0.36,0.26,-1.22,0.21,0.71,0.5,0.71,-1.22,0.84
11434,0.37,0.24,-1.22,0.19,0.72,0.48,0.65,-1.22,0.83
11439,0.28,0.19,-1.05,0.16,0.76,0.42,0.68,-1.05,0.82
11444,0.25,0.18,-0.91,0.15,0.79,0.37,0.71,-0.91,0.82
11450,0.27,0.2,-0.88,0.17,0.8,0.36,0.74,-0.88,0.84
11455,0.24,0.19,-0.67,0.18,0.85,0.28,0.81,-0.67,0.85
11461,0.21,0.21,-0.68,0.24,0.85,0.28,0.98,-0.68,0.86
11466,0.22,0.2,-0.61,0.22,0.87,0.25,0.93,-0.61,0.85
11471,0.17,0.17,-0.54,0.21,0.88,0.22,1.0,-0.54,0.82
11477,0.17,0.2,-0.5,0.28,0.89,0.2,1.17,-0.5,0.82
11482,0.17,0.22,-0.52,0.34,0.89,0.2,1.28,-0.52,0.82
11487,0.13,0.17,-0.38,0.29,0.92,0.15,1.31,-0.38,0.77
11493,0.12,0.18,-0.46,0.37,0.91,0.17,1.51,-0.46,0.74
11498,0.13,0.21,-0.42,0.44,0.92,0.15,1.61,-0.42,0.77
11504,0.1,0.16,-0.43,0.39,0.92,0.15,1.63,-0.43,0.67
11509,0.07,0.13,-0.24,0.42,0.96,0.08,1.78,-0.24,0.56
11514,0.07,0.11,-0.25,0.4,0.96,0.09,1.68,-0.25,0.47
11520,0.07,0.15,-0.24,0.6,0.96,0.08,2.1,-0.24,0.52
11525,0.05,0.09,-0.12,0.54,0.98,0.04,1.76,-0.12,0.31
11531,0.05,0.06,-0.29,0.51,0.95,0.1,1.25,-0.29,0.14
11536,0.04,0.03,-1.19,0.51,0.8,0.36,0.62,-1.19,0.03
11541,0.04,0.04,-0.6,0.37,0.9,0.19,0.83,-0.6,0.08
11547,0.04,0.04,-1.42,0.52,0.74,0.45,0.98,-1.42,0.08
11552,0.04,0.01,-2.99,0.36,0.95,0.09,0.26,-2.99,0.01
11557,0.05,0.04,-2.14,0.39,0.56,0.68,0.77,-2.14,0.07
11563,0.05,0.04,-2.8,0.37,0.44,0.8,0.73,-2.8,0.07
11568,0.05,0.02,2.9,0.37,1.3,-0.7,0.53,2.9,0.03
11574,0.05,0.05,-3.03,0.45,0.47,0.78,1.01,-3.03,0.12
11579,0.05,0.05,2.71,0.41,5.09,-24.95,0.95,2.71,0.11
11584,0.07,0.09,2.94,0.5,1.74,-2.02,1.39,2.94,0.25
11590,0.07,0.07,3.03,0.33,2.2,-3.84,1.07,3.03,0.23
11595,0.09,0.13,3.11,0.46,1.08,-0.16,1.43,3.11,0.4
11601,0.12,0.16,2.94,0.41,1.77,-2.12,1.36,2.94,0.53
11606,0.1,0.14,2.97,0.45,1.52,-1.32,1.42,2.97,0.44
11611,0.11,0.13,3.11,0.34,1.19,-0.41,1.21,3.11,0.45
11617,0.13,0.16,-3.04,0.37,0.63,0.6,1.24,-3.04,0.54
11622,0.13,0.14,3.1,0.3,1.32,-0.75,1.07,3.1,0.51
11627,0.16,0.16,-3.12,0.28,0.87,0.25,1.0,-3.12,0.58
11633,0.14,0.13,-3.12,0.26,0.84,0.29,0.96,-3.12,0.5
11638,0.16,0.16,2.99,0.28,4.94,-23.36,0.99,2.99,0.56
11644,0.14,0.13,-3.12,0.25,0.82,0.33,0.97,-3.12,0.5
11649,0.17,0.19,3.01,0.31,3.6,-11.94,1.06,3.01,0.63
11654,0.2,0.16,3.12,0.21,1.1,-0.21,0.79,3.12,0.59
11660,0.15,0.14,-3.03,0.25,0.32,0.9,0.94,-3.03,0.54
11665,0.16,0.11,-3.07,0.17,0.82,0.33,0.73,-3.07,0.49
11670,0.13,0.09,-3.12,0.16,0.93,0.14,0.74,-3.12,0.42
11676,0.19,0.11,-3.05,0.12,0.92,0.15,0.56,-3.05,0.48
11681,0.26,0.15,-3.08,0.14,0.94,0.12,0.57,-3.08,0.58
11687,0.19,0.1,-2.96,0.11,0.9,0.19,0.51,-2.96,0.46
11692,0.2,0.12,-2.83,0.13,0.79,0.37,0.59,-2.83,0.53
11697,0.16,0.08,-2.59,0.09,0.83,0.31,0.5,-2.59,0.42
11703,0.17,0.06,-2.52,0.07,0.89,0.21,0.38,-2.52,0.36
11708,0.17,0.07,-2.62,0.07,0.89,0.2,0.41,-2.62,0.39
11714,0.21,0.09,-2.22,0.08,0.88,0.23,0.45,-2.22,0.49
11719,0.23,0.1,-2.09,0.09,0.89,0.21,0.45,-2.09,0.54
11724,0.19,0.08,-2.03,0.08,0.9,0.19,0.45,-2.03,0.49
11730,0.14,0.06,-1.87,0.06,0.92,0.16,0.42,-1.87,0.4
11735,0.17,0.09,-1.91,0.09,0.91,0.18,0.52,-1.91,0.53
11740,0.17,0.08,-1.75,0.07,0.93,0.14,0.48,-1.75,0.53
11746,0.16,0.09,-1.5,0.08,0.94,0.12,0.54,-1.5,0.58
11751,0.18,0.12,-1.53,0.13,0.94,0.12,0.7,-1.53,0.68
11757,0.18,0.12,-1.41,0.12,0.95,0.1,0.7,-1.41,0.7
11762,0.14,0.1,-1.43,0.12,0.95,0.09,0.73,-1.43,0.64
11767,0.13,0.1,-1.52,0.11,0.96,0.09,0.74,-1.52,0.62
11773,0.12,0.12,-1.48,0.17,0.96,0.08,0.94,-1.48,0.64
11778,0.15,0.15,-1.43,0.22,0.97,0.06,1.04,-1.43,0.7
11784,0.09,0.08,-1.47,0.13,0.97,0.05,0.87,-1.47,0.53
11789,0.12,0.13,-1.41,0.22,0.98,0.04,1.1,-1.41,0.66
11794,0.11,0.14,-1.34,0.27,0.99,0.02,1.3,-1.34,0.66
11800,0.08,0.09,-1.29,0.19,0.99,0.01,1.14,-1.29,0.54
11805,0.1,0.14,-1.51,0.32,1.0,-0.0,1.38,-1.51,0.62
11810,0.07,0.1,-1.66,0.35,1.01,-0.01,1.47,-1.66,0.44
11816,0.07,0.09,-1.81,0.34,1.02,-0.03,1.41,-1.81,0.4
11821,0.08,0.11,-1.91,0.3,1.03,-0.06,1.32,-1.91,0.49
11827,0.05,0.05,-2.11,0.23,1.05,-0.11,0.91,-2.11,0.18
11832,0.07,0.09,-2.21,0.32,1.07,-0.14,1.24,-2.21,0.33
11837,0.07,0.09,-2.6,0.29,1.15,-0.33,1.17,-2.6,0.34
11843,0.12,0.18,-2.39,0.5,1.1,-0.2,1.57,-2.39,0.57
11848,0.12,0.17,-2.37,0.41,1.13,-0.27,1.39,-2.37,0.59
11854,0.13,0.17,-2.48,0.39,1.17,-0.37,1.32,-2.48,0.59
11859,0.15,0.2,-2.42,0.42,1.18,-0.38,1.33,-2.42,0.64
11864,0.16,0.23,-2.46,0.5,1.19,-0.41,1.43,-2.46,0.66
11870,0.11,0.17,-2.54,0.46,1.2,-0.43,1.54,-2.54,0.56
11875,0.15,0.22,-2.3,0.46,1.19,-0.42,1.42,-2.3,0.67
11880,0.11,0.18,-2.47,0.51,1.2,-0.45,1.62,-2.47,0.57
11886,0.11,0.17,-2.48,0.47,1.25,-0.55,1.52,-2.48,0.56
11891,0.12,0.2,-2.51,0.58,1.22,-0.5,1.69,-2.51,0.59
11897,0.13,0.2,-2.55,0.51,1.29,-0.67,1.53,-2.55,0.6
11902,0.11,0.18,-2.56,0.56,1.25,-0.57,1.71,-2.56,0.56
11907,0.09,0.15,-2.49,0.5,1.28,-0.64,1.65,-2.49,0.48
11913,0.09,0.15,-2.4,0.44,1.3,-0.7,1.56,-2.4,0.52
11918,0.13,0.24,-2.6,0.72,1.25,-0.57,1.86,-2.6,0.63
11924,0.12,0.23,-2.68,0.7,1.26,-0.59,1.84,-2.68,0.6
11929,0.13,0.2,-2.83,0.48,1.41,-0.98,1.53,-2.83,0.62
11934,0.1,0.18,-2.97,0.64,1.15,-0.31,1.82,-2.97,0.52
11940,0.1,0.15,-3.03,0.51,1.16,-0.34,1.6,-3.03,0.48
11945,0.14,0.25,3.09,0.72,0.95,0.09,1.83,3.09,0.64
11950,0.12,0.22,3.1,0.65,0.96,0.07,1.76,3.1,0.59
11956,0.1,0.15,2.98,0.43,0.72,0.48,1.46,2.98,0.51
11961,0.12,0.2,2.99,0.53,0.79,0.37,1.57,2.99,0.58
11967,0.1,0.16,3.01,0.5,0.81,0.34,1.58,3.01,0.52
11972,0.12,0.21,2.76,0.61,0.71,0.5,1.73,2.76,0.58
11977,0.11,0.14,2.63,0.33,0.47,0.78,1.25,2.63,0.51
11983,0.11,0.17,2.56,0.46,0.6,0.64,1.51,2.56,0.55
11988,0.14,0.17,2.6,0.31,0.43,0.82,1.15,2.6,0.61
11993,0.13,0.16,2.49,0.34,0.5,0.75,1.22,2.49,0.57
11999,0.12,0.14,2.62,0.29,0.38,0.86,1.12,2.62,0.54
12004,0.13,0.12,2.43,0.22,0.47,0.78,0.95,2.43,0.52
12010,0.12,0.11,2.47,0.21,0.44,0.81,0.96,2.47,0.5
12015,0.13,0.09,2.33,0.14,0.58,0.67,0.71,2.33,0.46
12020,0.17,0.11,2.42,0.14,0.56,0.69,0.67,2.42,0.53
12026,0.15,0.09,2.42,0.12,0.58,0.66,0.64,2.42,0.48
12031,0.16,0.08,2.72,0.09,0.73,0.46,0.48,2.72,0.41
12037,0.15,0.07,2.91,0.09,0.82,0.33,0.48,2.91,0.38
12042,0.13,0.06,2.73,0.08,0.76,0.41,0.45,2.73,0.33
12047,0.13,0.07,-3.0,0.09,1.16,-0.35,0.51,-3.0,0.37
12053,0.14,0.07,3.13,0.09,0.99,0.02,0.5,3.13,0.38
12058,0.12,0.08,-3.1,0.13,1.1,-0.22,0.67,-3.1,0.43
12063,0.13,0.07,-2.83,0.11,1.5,-1.24,0.57,-2.83,0.39
12069,0.17,0.11,-2.9,0.12,1.49,-1.23,0.61,-2.9,0.52
12074,0.14,0.1,-2.91,0.16,2.01,-3.04,0.74,-2.91,0.48
12080,0.12,0.07,-2.87,0.11,1.56,-1.45,0.61,-2.87,0.4
12085,0.1,0.06,-2.88,0.11,1.55,-1.41,0.6,-2.88,0.32
12090,0.14,0.1,-2.76,0.13,2.2,-3.82,0.69,-2.76,0.5
12096,0.12,0.09,-2.99,0.17,1.8,-2.24,0.81,-2.99,0.46
12101,0.16,0.12,-2.96,0.17,1.83,-2.35,0.76,-2.96,0.54
12107,0.15,0.13,-3.01,0.21,1.8,-2.22,0.88,-3.01,0.56
12112,0.16,0.15,-2.92,0.22,2.95,-7.73,0.89,-2.92,0.59
12117,0.17,0.17,-3.05,0.28,1.54,-1.36,1.02,-3.05,0.62
12123,0.14,0.14,-2.97,0.26,2.34,-4.49,1.03,-2.97,0.57
12128,0.23,0.26,-3.05,0.41,1.51,-1.27,1.12,-3.05,0.72
12133,0.2,0.21,-2.89,0.33,3.53,-11.48,1.06,-2.89,0.69
12139,0.23,0.26,-2.97,0.4,2.09,-3.35,1.12,-2.97,0.73
12144,0.17,0.21,-3.05,0.39,1.38,-0.92,1.22,-3.05,0.67
12150,0.22,0.27,-3.03,0.48,1.48,-1.18,1.26,-3.03,0.72
12155,0.26,0.33,-2.99,0.57,1.59,-1.51,1.31,-2.99,0.77
12160,0.25,0.37,-3.0,0.72,1.38,-0.91,1.49,-3.0,0.78
12166,0.29,0.47,-3.09,0.95,1.11,-0.24,1.63,-3.09,0.81
12171,0.22,0.34,-3.11,0.68,1.07,-0.14,1.52,-3.11,0.75
12177,0.24,0.43,-3.07,0.94,1.13,-0.28,1.74,-3.07,0.79
12182,0.24,0.48,3.12,1.23,0.97,0.05,2.02,3.12,0.8
12187,0.21,0.4,3.04,0.99,0.86,0.26,1.91,3.04,0.77
12193,0.15,0.3,2.89,0.83,0.72,0.49,1.94,2.89,0.7
12198,0.17,0.37,2.96,1.05,0.81,0.35,2.11,2.96,0.74
12203,0.14,0.27,2.67,0.75,0.56,0.69,1.88,2.67,0.68
12209,0.12,0.25,2.62,0.8,0.59,0.65,2.08,2.62,0.64
12214,0.15,0.27,2.64,0.72,0.53,0.72,1.85,2.64,0.7
12220,0.2,0.39,2.43,1.0,0.51,0.74,1.96,2.43,0.77
12225,0.2,0.37,2.28,0.9,0.49,0.76,1.87,2.28,0.77
12230,0.19,0.34,2.27,0.81,0.46,0.79,1.78,2.27,0.75
12236,0.24,0.39,2.22,0.82,0.43,0.82,1.66,2.22,0.79
12241,0.26,0.43,2.14,0.88,0.44,0.81,1.66,2.14,0.82
12247,0.28,0.41,2.18,0.73,0.36,0.87,1.46,2.18,0.82
12252,0.36,0.53,2.18,0.9,0.36,0.87,1.46,2.18,0.85
12257,0.33,0.45,2.18,0.72,0.33,0.89,1.35,2.18,0.84
12263,0.29,0.37,2.08,0.59,0.34,0.88,1.28,2.08,0.81
12268,0.36,0.49,2.07,0.77,0.35,0.87,1.34,2.07,0.86
12273,0.35,0.4,2.06,0.54,0.31,0.9,1.15,2.06,0.84
12279,0.34,0.45,2.09,0.68,0.33,0.89,1.3,2.09,0.84
12284,0.44,0.52,2.02,0.7,0.33,0.89,1.19,2.02,0.87
12290,0.48,0.58,2.06,0.78,0.31,0.91,1.2,2.06,0.88
12295,0.42,0.5,2.07,0.69,0.3,0.91,1.19,2.07,0.86
12300,0.41,0.45,1.94,0.57,0.34,0.89,1.1,1.94,0.87
12306,0.49,0.54,1.94,0.68,0.34,0.89,1.11,1.94,0.88
12311,0.42,0.43,1.97,0.51,0.31,0.9,1.02,1.97,0.86
12316,0.49,0.48,1.93,0.53,0.32,0.9,0.97,1.93,0.87
12322,0.44,0.39,1.96,0.4,0.32,0.9,0.88,1.96,0.85
12327,0.49,0.43,1.82,0.43,0.37,0.86,0.88,1.82,0.86
12333,0.54,0.48,1.78,0.48,0.38,0.85,0.89,1.78,0.89
12338,0.48,0.38,1.87,0.35,0.36,0.87,0.79,1.87,0.85
12343,0.62,0.47,1.8,0.4,0.39,0.85,0.76,1.8,0.88
12349,0.52,0.36,1.91,0.3,0.37,0.87,0.69,1.91,0.83
12354,0.41,0.27,1.95,0.23,0.37,0.87,0.66,1.95,0.79
12360,0.64,0.37,1.88,0.25,0.43,0.81,0.57,1.88,0.83
12365,0.63,0.33,2.01,0.22,0.44,0.81,0.53,2.01,0.8
12370,0.53,0.27,2.06,0.18,0.44,0.81,0.51,2.06,0.76
12376,0.63,0.32,2.1,0.21,0.43,0.82,0.51,2.1,0.79
12381,0.74,0.37,2.16,0.23,0.44,0.81,0.5,2.16,0.8
12386,0.57,0.27,2.22,0.17,0.46,0.79,0.47,2.22,0.74
12392,0.54,0.25,2.27,0.15,0.49,0.76,0.45,2.27,0.71
12397,0.54,0.23,2.42,0.14,0.55,0.7,0.42,2.42,0.68
12403,0.61,0.29,2.51,0.18,0.52,0.73,0.47,2.51,0.73
12408,0.69,0.35,2.62,0.23,0.52,0.73,0.51,2.62,0.78
12413,0.78,0.41,2.61,0.26,0.51,0.74,0.52,2.61,0.81
12419,0.58,0.33,2.71,0.24,0.53,0.71,0.56,2.71,0.76
12424,0.61,0.38,2.8,0.3,0.55,0.69,0.63,2.8,0.79
12430,0.65,0.41,2.81,0.33,0.57,0.67,0.64,2.81,0.8
12435,0.48,0.31,2.83,0.26,0.59,0.65,0.64,2.83,0.76
12440,0.61,0.44,2.85,0.38,0.57,0.67,0.71,2.85,0.82
12446,0.57,0.43,2.88,0.39,0.59,0.65,0.75,2.88,0.82
12451,0.35,0.28,2.79,0.3,0.47,0.78,0.79,2.79,0.74
12456,0.39,0.32,2.78,0.35,0.46,0.79,0.83,2.78,0.77
12462,0.37,0.33,2.66,0.36,0.33,0.89,0.87,2.66,0.78
12467,0.32,0.29,2.67,0.35,0.34,0.89,0.91,2.67,0.76
12473,0.39,0.37,2.59,0.43,0.26,0.93,0.94,2.59,0.81
12478,0.32,0.31,2.55,0.38,0.22,0.95,0.96,2.55,0.78
12483,0.23,0.23,2.31,0.32,0.05,1.0,1.02,2.31,0.73
12489,0.25,0.24,2.43,0.31,0.14,0.98,0.95,2.43,0.73
12494,0.22,0.21,2.18,0.28,0.03,1.0,0.98,2.18,0.73
12500,0.26,0.29,2.11,0.41,0.1,0.99,1.14,2.11,0.81
12505,0.23,0.23,2.24,0.32,0.02,1.0,1.02,2.24,0.75
12510,0.27,0.25,2.09,0.31,0.08,0.99,0.94,2.09,0.78
12516,0.2,0.19,2.19,0.25,0.04,1.0,0.94,2.19,0.71
12521,0.26,0.22,2.1,0.25,0.1,0.99,0.86,2.1,0.75
12526,0.2,0.17,2.05,0.2,0.14,0.98,0.82,2.05,0.7
12532,0.28,0.23,1.97,0.23,0.17,0.97,0.8,1.97,0.78
12537,0.29,0.22,1.86,0.22,0.22,0.95,0.76,1.86,0.78
12543,0.32,0.22,1.94,0.19,0.25,0.94,0.68,1.94,0.77
12548,0.34,0.22,1.91,0.19,0.27,0.92,0.64,1.91,0.77
12553,0.44,0.28,1.91,0.22,0.28,0.92,0.63,1.91,0.82
12559,0.33,0.19,2.07,0.15,0.32,0.9,0.57,2.07,0.73
12564,0.49,0.25,2.15,0.16,0.39,0.85,0.5,2.15,0.76
12570,0.51,0.23,2.28,0.14,0.46,0.79,0.45,2.28,0.72
12575,0.66,0.32,2.38,0.2,0.46,0.79,0.48,2.38,0.78
12580,0.61,0.35,2.58,0.25,0.47,0.78,0.57,2.58,0.79
12586,0.57,0.35,2.62,0.27,0.48,0.77,0.61,2.62,0.8
12591,0.4,0.28,2.31,0.25,0.26,0.93,0.7,2.31,0.79
12596,0.63,0.39,2.37,0.3,0.34,0.89,0.62,2.37,0.83
12602,0.73,0.39,2.58,0.26,0.51,0.74,0.54,2.58,0.81
12607,0.54,0.36,2.69,0.32,0.5,0.75,0.67,2.69,0.78
12613,0.43,0.33,2.53,0.34,0.34,0.88,0.78,2.53,0.77
12618,0.39,0.26,2.41,0.23,0.33,0.89,0.66,2.41,0.75
12623,0.52,0.31,2.36,0.23,0.37,0.87,0.59,2.36,0.79
12629,0.47,0.32,2.43,0.27,0.34,0.88,0.67,2.43,0.8
12634,0.46,0.31,2.45,0.27,0.34,0.88,0.68,2.45,0.79
12639,0.32,0.17,2.48,0.13,0.48,0.77,0.52,2.48,0.66
12645,0.53,0.35,2.42,0.28,0.35,0.88,0.66,2.42,0.81
12650,0.61,0.38,2.65,0.29,0.52,0.73,0.62,2.65,0.81
12656,0.78,0.54,2.63,0.43,0.48,0.77,0.69,2.63,0.87
12661,0.52,0.34,2.87,0.28,0.69,0.53,0.65,2.87,0.79
12666,0.51,0.38,2.71,0.35,0.53,0.72,0.75,2.71,0.81
12672,0.37,0.31,2.85,0.35,0.64,0.59,0.85,2.85,0.77
12677,0.42,0.38,2.99,0.42,0.8,0.37,0.89,2.99,0.8
12683,0.36,0.32,2.85,0.37,0.64,0.59,0.88,2.85,0.77
12688,0.34,0.33,2.82,0.43,0.61,0.63,0.99,2.82,0.77
12693,0.29,0.28,2.78,0.38,0.57,0.67,0.97,2.78,0.73
12699,0.27,0.28,2.78,0.39,0.57,0.68,1.02,2.78,0.72
12704,0.21,0.25,2.68,0.41,0.49,0.76,1.15,2.68,0.69
12709,0.34,0.4,2.65,0.6,0.47,0.77,1.19,2.65,0.8
12715,0.19,0.22,2.67,0.38,0.49,0.76,1.16,2.67,0.66
12720,0.18,0.22,2.47,0.4,0.35,0.87,1.23,2.47,0.67
12726,0.27,0.32,2.48,0.5,0.36,0.87,1.2,2.48,0.77
12731,0.18,0.24,2.49,0.43,0.38,0.86,1.27,2.49,0.69
12736,0.15,0.21,2.43,0.45,0.37,0.87,1.4,2.43,0.64
12742,0.16,0.21,2.28,0.42,0.27,0.93,1.33,2.28,0.67
12747,0.15,0.23,2.34,0.52,0.35,0.88,1.51,2.34,0.66
12753,0.12,0.19,2.15,0.47,0.27,0.93,1.52,2.15,0.61
12758,0.13,0.21,1.99,0.55,0.28,0.92,1.69,1.99,0.66
12763,0.11,0.15,2.1,0.36,0.22,0.95,1.39,2.1,0.58
12769,0.13,0.18,1.97,0.4,0.19,0.96,1.41,1.97,0.63
12774,0.11,0.16,1.91,0.4,0.21,0.96,1.49,1.91,0.59
12779,0.11,0.16,1.83,0.38,0.2,0.96,1.47,1.83,0.6
12785,0.12,0.17,1.62,0.36,0.21,0.96,1.42,1.62,0.65
12790,0.13,0.19,1.45,0.4,0.27,0.93,1.47,1.45,0.71
12796,0.11,0.15,1.37,0.29,0.26,0.93,1.34,1.37,0.66
12801,0.12,0.16,1.44,0.29,0.22,0.95,1.28,1.44,0.68
12806,0.13,0.16,1.38,0.27,0.23,0.95,1.21,1.38,0.72
12812,0.12,0.15,1.4,0.27,0.23,0.95,1.23,1.4,0.68
12817,0.11,0.13,1.3,0.22,0.25,0.94,1.17,1.3,0.66
12823,0.1,0.11,1.26,0.2,0.27,0.93,1.12,1.26,0.64
12828,0.07,0.07,1.24,0.14,0.27,0.93,1.0,1.24,0.51
12833,0.06,0.07,1.05,0.15,0.36,0.87,1.09,1.05,0.5
12839,0.05,0.04,0.91,0.11,0.43,0.82,0.93,0.91,0.37
12844,0.06,0.07,0.69,0.13,0.54,0.7,1.09,0.69,0.55
12849,0.06,0.06,0.56,0.11,0.61,0.62,1.01,0.56,0.51
12855,0.05,0.04,0.46,0.09,0.67,0.55,0.92,0.46,0.46
12860,0.05,0.05,0.05,0.08,0.96,0.08,0.91,0.05,0.55
12866,0.05,0.04,-0.09,0.07,1.08,-0.17,0.84,-0.09,0.5
12871,0.07,0.05,-0.19,0.06,1.17,-0.37,0.73,-0.19,0.61
12876,0.07,0.05,-0.31,0.06,1.29,-0.66,0.7,-0.31,0.58
12882,0.08,0.05,-0.56,0.06,1.59,-1.52,0.64,-0.56,0.55
12887,0.07,0.03,-0.63,0.04,1.57,-1.47,0.48,-0.63,0.4
12893,0.08,0.04,-1.17,0.05,2.28,-4.22,0.47,-1.17,0.35
12898,0.09,0.03,-1.45,0.04,1.75,-2.05,0.28,-1.45,0.2
12903,0.1,0.03,-1.71,0.05,2.01,-3.04,0.34,-1.71,0.24
12909,0.13,0.04,-1.69,0.04,1.75,-2.06,0.27,-1.69,0.25
12914,0.18,0.06,-2.18,0.05,1.72,-1.95,0.32,-2.18,0.35
12919,0.18,0.07,-2.26,0.06,1.78,-2.18,0.37,-2.26,0.39
12925,0.2,0.08,-2.39,0.08,1.75,-2.06,0.42,-2.39,0.46
12930,0.19,0.1,-2.32,0.11,2.14,-3.6,0.55,-2.32,0.52
12936,0.2,0.12,-2.55,0.13,1.77,-2.12,0.6,-2.55,0.55
12941,0.14,0.06,-2.72,0.08,1.4,-0.97,0.47,-2.72,0.37
12946,0.23,0.16,-2.86,0.17,1.32,-0.75,0.68,-2.86,0.63
12952,0.18,0.12,-2.84,0.15,1.34,-0.8,0.68,-2.84,0.53
12957,0.24,0.16,-2.73,0.17,1.5,-1.25,0.67,-2.73,0.63
12962,0.21,0.16,-2.41,0.19,2.2,-3.86,0.77,-2.41,0.65
12968,0.08,0.09,-2.3,0.25,2.67,-6.14,1.11,-2.3,0.41
12973,0.06,0.06,-2.75,0.23,1.5,-1.25,1.0,-2.75,0.27
12979,0.07,0.09,-2.78,0.28,1.45,-1.09,1.21,-2.78,0.4
